capture_id,wf_peak_z,wf_centre_excess_z,wf_centre_active_frac,wf_any_active_frac,wf_centre_to_any_ratio,wf_profile_peak_z,wf_profile_peak_offset,wf_track_jitter,wf_active_span_frac,wf_row_burstiness,label,recording_id,is_synthetic,source_file
rsp03_t1_RSP-03_2_w0017,2.3159969809797665,0.0521840370768431,0.0,0.0,0.0,2.6812467760768133,0.2745098039215686,0.5,0.0,1.2681016763606925,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=17000000-18000000
rsp03_t1_RSP-03_2_w0018,2.2875652389904526,-0.0563962479985252,0.0,0.0,0.0,2.605805763110241,0.3137254901960784,0.5,0.0,1.1055166983851905,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=18000000-19000000
rsp03_t1_RSP-03_2_w0019,2.301653542676138,-0.0345042788464207,0.0,0.0,0.0,3.241155959483295,0.5686274509803921,0.5,0.0,1.16171685111872,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=19000000-20000000
rsp03_t1_RSP-03_2_w0021,5.419757326521928,0.5118250926970545,0.78125,0.78125,1.0,37.03820898821581,0.0196078431372549,0.0,0.875,0.8451911395059726,1,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=21000000-22000000
rsp03_t3_RSP-03_3_w0000,2.272430396923405,0.2221142956072717,0.0,0.0,0.0,1.975345371948046,0.9411764705882352,0.5,0.0,1.161011680294057,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=0-1000000
rsp03_t3_RSP-03_3_w0001,2.2655257468657,-0.1319248989269599,0.0,0.0,0.0,2.215353973958432,0.5490196078431373,0.5,0.0,1.042588348050668,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=1000000-2000000
rsp03_t3_RSP-03_3_w0002,2.2450413716518938,-0.0307251189490864,0.0,0.0,0.0,2.094770474081723,0.2941176470588235,0.5,0.0,1.1847126538685204,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=2000000-3000000
rsp03_t3_RSP-03_3_w0003,2.288776847468601,0.1342629599851542,0.0,0.0,0.0,3.0980942222613703,0.2156862745098039,0.5,0.0,1.1975113842961251,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=3000000-4000000
rsp03_t3_RSP-03_3_w0005,11.342654231265692,2.441665194211438,0.984375,0.984375,1.0,49.02214127988518,0.0196078431372549,0.0,1.0,0.3431753290411672,1,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=5000000-6000000
rsp03_t3_RSP-03_3_w0006,11.156546921637895,2.216217737238154,0.96875,0.96875,1.0,40.90571778657646,0.0196078431372549,0.0,1.0,0.4626111626327463,1,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=6000000-7000000
rsp03_t3_RSP-03_3_w0008,2.355171904499271,-0.0205006126672032,0.0,0.0,0.0,1.668664278062702,0.3137254901960784,0.5,0.0,1.221051154687847,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=8000000-9000000
rsp03_t3_RSP-03_3_w0009,2.3803662309472213,0.0547136689143715,0.0,0.0,0.0,2.771107954646672,0.0980392156862745,0.5,0.0,1.2162743018750946,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=9000000-10000000
rsp03_t3_RSP-03_3_w0010,2.3124555292300166,0.0253720875399213,0.0,0.0,0.0,2.7740391392400774,0.8431372549019608,0.5,0.0,1.2218145171680102,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=10000000-11000000
rsp03_t3_RSP-03_3_w0012,10.94125473206135,2.4540549673472314,0.984375,0.984375,1.0,42.49409941632669,0.0196078431372549,0.0,1.0,0.309769294175284,1,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=12000000-13000000
rsp03_t3_RSP-03_3_w0013,11.004316248093348,2.214484131574072,0.875,0.875,1.0,48.8332910243847,0.0196078431372549,0.0,0.90625,0.5124730311019671,1,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=13000000-14000000
rsp03_t3_RSP-03_3_w0014,2.2429321680666714,0.0431711867348564,0.0,0.0,0.0,2.320229663676792,0.8431372549019608,0.5,0.0,1.2346920134424404,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=14000000-15000000
rsp03_t3_RSP-03_3_w0015,2.2369172777385447,-0.0456150588255559,0.0,0.0,0.0,2.203822330004719,0.4901960784313725,0.5,0.0,1.1267471940326388,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=15000000-16000000
rsp03_t3_RSP-03_3_w0016,2.325489030346957,-0.094046094053311,0.0,0.0,0.0,2.550064347613092,0.2941176470588235,0.5,0.0,1.1535230343473772,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=16000000-17000000
rsp03_t3_RSP-03_3_w0017,2.362041982870897,-0.0099640094640803,0.0,0.0,0.0,3.145350059773581,0.8431372549019608,0.5,0.0,1.1582721457806078,0,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=17000000-18000000
rsp03_t3_RSP-03_3_w0019,10.069753678626755,1.8661052657899275,0.953125,0.953125,1.0,48.30022508102594,0.0196078431372549,0.0,1.0,0.5097495323653578,1,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=19000000-20000000
rsp03_t3_RSP-03_3_w0020,10.264259253891549,1.7194994825394074,0.875,0.875,1.0,39.19264685234753,0.0196078431372549,0.0,0.953125,0.6391158208022069,1,rsp03_t3,0,Data/Satellite_Data_snapshots/RSP-03_3.raw#samples=20000000-21000000
rsp03_t4_RSP-03_4_w0000,2.292705278930321,-0.0820570514108121,0.0,0.0,0.0,2.441194320511677,0.7254901960784313,0.5,0.0,1.0708245134067582,0,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=0-1000000
rsp03_t4_RSP-03_4_w0001,12.812058048152023,1.136865219323547,0.46875,0.46875,1.0,47.30497981274372,0.0392156862745098,0.0,0.46875,0.980393318472634,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=1000000-2000000
rsp03_t4_RSP-03_4_w0002,10.364242273264864,2.1138318951868595,1.0,1.0,1.0,32.82409533372749,0.0588235294117647,0.0,1.0,0.1829729565586415,1,rsp03_t4,0,Data/Satellite_Data_snapshots/RSP-03_4.raw#samples=2000000-3000000
